book_id,title,category,page_count,webp_prefix,source_relative_path,meta_source,author,dynasty,pub_year,publisher,edition_type,pub_place
sbckc_2638,四部丛刊初编 刘梦得文集七,四部丛刊初编,142,book/sbckc_2638/,,catalog,刘禹锡,唐,,,,
sbckc_2639,四部丛刊初编 丁卯集,四部丛刊初编,167,book/sbckc_2639/,,catalog,许浑,唐,,,,
sbckc_2640,四部丛刊初编 刘梦得文集三,四部丛刊初编,132,book/sbckc_2640/,,catalog,刘禹锡,唐,,,,
sbckc_2641,四部丛刊初编 姚少监诗集一,四部丛刊初编,136,book/sbckc_2641/,,catalog,姚合,唐,,,,
sbckc_2642,四部丛刊初编 洪北江詩文集一八,四部丛刊初编,138,book/sbckc_2642/,,catalog,洪亮吉,清,,,,
sbckc_2643,四部丛刊初编 皇甫持正文集,四部丛刊初编,107,book/sbckc_2643/,,catalog,皇甫湜,唐,,,,
sbckc_2644,四部丛刊初编 湛然居士文集三,四部丛刊初编,167,book/sbckc_2644/,,catalog,耶律楚材,元,,,,
sbckc_2645,四部丛刊初编 皮子文薮一,四部丛刊初编,147,book/sbckc_2645/,,catalog,皮日休,唐,,,,
sbckc_2646,四部丛刊初编 云笈七签五,四部丛刊初编,196,book/sbckc_2646/,,catalog,张君房,宋,,,,
sbckc_2647,四部丛刊初编 宛陵先生集一,四部丛刊初编,161,book/sbckc_2647/,,catalog,梅尧臣,宋,,,,
sbckc_2648,四部丛刊初编 皮子文薮二,四部丛刊初编,138,book/sbckc_2648/,,catalog,皮日休,唐,,,,
sbckc_2649,四部丛刊初编 牧齋初學集一四,四部丛刊初编,146,book/sbckc_2649/,,catalog,钱谦益,明清,,,,
sbckc_2650,四部丛刊初编 資治通鑑目錄五 北宋刊本,四部丛刊初编,172,book/sbckc_2650/,,catalog,司马光,宋,,,刻本,
sbckc_2651,四部丛刊初编 临川先生文集九,四部丛刊初编,125,book/sbckc_2651/,,catalog,王安石,宋,,,,
sbckc_2652,四部丛刊初编 抱經堂文集一,四部丛刊初编,153,book/sbckc_2652/,,catalog,卢文弨,清,,,,
sbckc_2653,四部丛刊初编 歐阳文忠公文集一九,四部丛刊初编,151,book/sbckc_2653/,,catalog,欧阳修,宋,,,,
sbckc_2654,四部丛刊初编 歐阳文忠公文集二四,四部丛刊初编,137,book/sbckc_2654/,,catalog,欧阳修,宋,,,,
sbckc_2655,四部丛刊初编 丹渊集四,四部丛刊初编,164,book/sbckc_2655/,,catalog,文同,宋,,,,
sbckc_2656,四部丛刊初编 吴越春秋二,四部丛刊初编,172,book/sbckc_2656/,,catalog,赵晔,汉,,,,
sbckc_2657,四部丛刊初编 遗山先生文集七,四部丛刊初编,136,book/sbckc_2657/,,catalog,元好问,金,,,,
sbckc_2658,四部丛刊初编 牧庵集一,四部丛刊初编,156,book/sbckc_2658/,,catalog,姚燧,元,,,,
sbckc_2659,四部丛刊初编 河南先生文集二,四部丛刊初编,167,book/sbckc_2659/,,catalog,尹焞,宋,,,,
sbckc_2660,四部丛刊初编 钱考功集一,四部丛刊初编,135,book/sbckc_2660/,,catalog,钱起,唐,,,,
sbckc_2661,四部丛刊初编 牧齋初學集二五,四部丛刊初编,144,book/sbckc_2661/,,catalog,钱谦益,明清,,,,
sbckc_2662,四部丛刊初编 梅村家藏藁三,四部丛刊初编,146,book/sbckc_2662/,,catalog,吴伟业,清,,,,
sbckc_2663,四部丛刊初编 梅村家藏藁一,四部丛刊初编,148,book/sbckc_2663/,,catalog,吴伟业,清,,,,
sbckc_2664,四部丛刊初编 牧齋初學集三二,四部丛刊初编,142,book/sbckc_2664/,,catalog,钱谦益,明清,,,,
sbckc_2665,四部丛刊初编 東維子文集三,四部丛刊初编,147,book/sbckc_2665/,,catalog,揭傒斯,元,,,,
sbckc_2666,四部丛刊初编 临川先生文集四,四部丛刊初编,132,book/sbckc_2666/,,catalog,王安石,宋,,,,
sbckc_2667,四部丛刊初编 尚書大傳一 左海文集本,四部丛刊初编,139,book/sbckc_2667/,,catalog,伏胜,汉,,,,
sbckc_2668,四部丛刊初编 孫淵如詩文集七,四部丛刊初编,148,book/sbckc_2668/,,catalog,孙星衍,清,,,,
sbckc_2669,四部丛刊初编 唐黃御史公集二,四部丛刊初编,153,book/sbckc_2669/,,catalog,黄滔,唐,,,,
sbckc_2670,四部丛刊初编 柳侍制文集六,四部丛刊初编,125,book/sbckc_2670/,,catalog,柳贯,元,,,,
sbckc_2671,四部丛刊初编 西山先生真文忠公文集四,四部丛刊初编,115,book/sbckc_2671/,,catalog,真德秀,宋,,,,
sbckc_2672,四部丛刊初编 鲒埼亭集五,四部丛刊初编,138,book/sbckc_2672/,,catalog,全祖望,清,,,,
sbckc_2673,四部丛刊初编 白氏长庆集一一,四部丛刊初编,148,book/sbckc_2673/,,catalog,白居易,唐,,,,
sbckc_2674,四部丛刊初编 揅经室集二,四部丛刊初编,146,book/sbckc_2674/,,catalog,阮元,清,,,,
sbckc_2675,四部丛刊初编 鲒埼亭集二八,四部丛刊初编,129,book/sbckc_2675/,,catalog,全祖望,清,,,,
sbckc_2676,四部丛刊初编 云笈七签二五,四部丛刊初编,165,book/sbckc_2676/,,catalog,张君房,宋,,,,
sbckc_2677,四部丛刊初编 東維子文集一,四部丛刊初编,163,book/sbckc_2677/,,catalog,揭傒斯,元,,,,
sbckc_2678,四部丛刊初编 石湖居士诗集二,四部丛刊初编,142,book/sbckc_2678/,,catalog,范成大,宋,,,,
sbckc_2679,四部丛刊初编 牧齋有學集一一,四部丛刊初编,146,book/sbckc_2679/,,catalog,钱谦益,清,,,,
sbckc_2680,四部丛刊初编 敬业堂诗集八,四部丛刊初编,132,book/sbckc_2680/,,catalog,查慎行,清,,,,
sbckc_2681,四部丛刊初编 資治通鑑目錄六 北宋刊本,四部丛刊初编,170,book/sbckc_2681/,,catalog,司马光,宋,,,刻本,
sbckc_2682,四部丛刊初编 云笈七签一九,四部丛刊初编,154,book/sbckc_2682/,,catalog,张君房,宋,,,,
sbckc_2683,四部丛刊初编 孫淵如詩文集六,四部丛刊初编,148,book/sbckc_2683/,,catalog,孙星衍,清,,,,
sbckc_2684,四部丛刊初编 牧齋初學集一五,四部丛刊初编,145,book/sbckc_2684/,,catalog,钱谦益,明清,,,,
sbckc_2685,四部丛刊初编 樊榭山房集八,四部丛刊初编,146,book/sbckc_2685/,,catalog,厉鹗,清,,,,
sbckc_2686,四部丛刊初编 盘洲文集七,四部丛刊初编,176,book/sbckc_2686/,,catalog,洪适,宋,,,,
sbckc_2687,四部丛刊初编 小畜集三,四部丛刊初编,167,book/sbckc_2687/,,catalog,王禹偁,宋,,,,
sbckc_2688,四部丛刊初编 徐公文集一,四部丛刊初编,170,book/sbckc_2688/,,catalog,徐铉,宋,,,,
sbckc_2689,四部丛刊初编 揅经室集一,四部丛刊初编,134,book/sbckc_2689/,,catalog,阮元,清,,,,
sbckc_2690,四部丛刊初编 西山先生真文忠公文集一二,四部丛刊初编,122,book/sbckc_2690/,,catalog,真德秀,宋,,,,
sbckc_2691,四部丛刊初编 曝書亭集一三,四部丛刊初编,119,book/sbckc_2691/,,catalog,朱彝尊,清,,,,
sbckc_2692,四部丛刊初编 精选陆放翁诗集一,四部丛刊初编,138,book/sbckc_2692/,,catalog,陆游,宋,,,,
sbckc_2693,四部丛刊初编 遗山先生文集一一,四部丛刊初编,135,book/sbckc_2693/,,catalog,元好问,金,,,,
sbckc_2694,四部丛刊初编 广成集一,四部丛刊初编,156,book/sbckc_2694/,,catalog,杜光庭,唐,,,,
sbckc_2695,四部丛刊初编 白氏长庆集二三,四部丛刊初编,144,book/sbckc_2695/,,catalog,白居易,唐,,,,
sbckc_2696,四部丛刊初编 晦庵先生朱文公文集二四,四部丛刊初编,122,book/sbckc_2696/,,catalog,朱熹,宋,,,,
sbckc_2697,四部丛刊初编 诚斋集二七,四部丛刊初编,154,book/sbckc_2697/,,catalog,杨万里,宋,,,,
sbckc_2698,四部丛刊初编 战國策校注四,四部丛刊初编,98,book/sbckc_2698/,,catalog,刘向编,汉,,,,
sbckc_2699,四部丛刊初编 西山先生真文忠公文集一八,四部丛刊初编,123,book/sbckc_2699/,,catalog,真德秀,宋,,,,
sbckc_2700,四部丛刊初编 曝书亭集六,四部丛刊初编,124,book/sbckc_2700/,,catalog,朱彝尊,清,,,,
sbckc_2701,四部丛刊初编 東維子文集六,四部丛刊初编,155,book/sbckc_2701/,,catalog,揭傒斯,元,,,,
sbckc_2702,四部丛刊初编 诚斋集一七,四部丛刊初编,156,book/sbckc_2702/,,catalog,杨万里,宋,,,,
sbckc_2703,四部丛刊初编 牧齋有學集三,四部丛刊初编,151,book/sbckc_2703/,,catalog,钱谦益,清,,,,
sbckc_2704,四部丛刊初编 栾城应诏集二,四部丛刊初编,146,book/sbckc_2704/,,catalog,苏辙,宋,,,,
sbckc_2705,四部丛刊初编 云笈七签一一,四部丛刊初编,162,book/sbckc_2705/,,catalog,张君房,宋,,,,
sbckc_2706,四部丛刊初编 毘陵集一,四部丛刊初编,127,book/sbckc_2706/,,catalog,李纲,宋,,,,
sbckc_2707,四部丛刊初编 渭南文集六,四部丛刊初编,162,book/sbckc_2707/,,catalog,陆游,宋,,,,
sbckc_2708,四部丛刊初编 曝書亭集一七,四部丛刊初编,123,book/sbckc_2708/,,catalog,朱彝尊,清,,,,
sbckc_2709,四部丛刊初编 羣书治要一,四部丛刊初编,142,book/sbckc_2709/,,catalog,魏征,唐,,,,
sbckc_2710,四部丛刊初编 渭南文集二,四部丛刊初编,145,book/sbckc_2710/,,catalog,陆游,宋,,,,
sbckc_2711,四部丛刊初编 云笈七签二九,四部丛刊初编,166,book/sbckc_2711/,,catalog,张君房,宋,,,,
sbckc_2712,四部丛刊初编 广成集二,四部丛刊初编,164,book/sbckc_2712/,,catalog,杜光庭,唐,,,,
sbckc_2713,四部丛刊初编 分类补注李太白诗六,四部丛刊初编,142,book/sbckc_2713/,,catalog,李白,唐,,,,
sbckc_2714,四部丛刊初编 孟东野诗集二,四部丛刊初编,142,book/sbckc_2714/,,catalog,孟郊,唐,,,,
sbckc_2715,四部丛刊初编 歐阳文忠公文集二十,四部丛刊初编,147,book/sbckc_2715/,,catalog,欧阳修,宋,,,,
sbckc_2716,四部丛刊初编 玉臺新咏集一,四部丛刊初编,135,book/sbckc_2716/,,catalog,徐陵编,南朝,,,,
sbckc_2717,四部丛刊初编 潛夫论一,四部丛刊初编,128,book/sbckc_2717/,,catalog,王符,汉,,,,
sbckc_2718,四部丛刊初编 牧齋有學集二,四部丛刊初编,145,book/sbckc_2718/,,catalog,钱谦益,清,,,,
sbckc_2719,四部丛刊初编 晦庵先生朱文公文集八,四部丛刊初编,128,book/sbckc_2719/,,catalog,朱熹,宋,,,,
sbckc_2720,四部丛刊初编 溫國文正司马公文集三,四部丛刊初编,135,book/sbckc_2720/,,catalog,司马光,宋,,,,
sbckc_2721,四部丛刊初编 鲒埼亭集二,四部丛刊初编,134,book/sbckc_2721/,,catalog,全祖望,清,,,,
sbckc_2722,四部丛刊初编 石湖居士诗集五,四部丛刊初编,149,book/sbckc_2722/,,catalog,范成大,宋,,,,
sbckc_2723,四部丛刊初编 栾城集三,四部丛刊初编,145,book/sbckc_2723/,,catalog,苏辙,宋,,,,
sbckc_2724,四部丛刊初编 白氏长庆集二十,四部丛刊初编,148,book/sbckc_2724/,,catalog,白居易,唐,,,,
sbckc_2725,四部丛刊初编 临川先生文集三,四部丛刊初编,130,book/sbckc_2725/,,catalog,王安石,宋,,,,
sbckc_2726,四部丛刊初编 牧齋有學集一〇,四部丛刊初编,144,book/sbckc_2726/,,catalog,钱谦益,清,,,,
sbckc_2727,四部丛刊初编 牧齋初學集一三,四部丛刊初编,154,book/sbckc_2727/,,catalog,钱谦益,明清,,,,
sbckc_2728,四部丛刊初编 唐诗纪事一,四部丛刊初编,151,book/sbckc_2728/,,catalog,计有功,宋,,,,
sbckc_2729,四部丛刊初编 鲒埼亭集一二,四部丛刊初编,161,book/sbckc_2729/,,catalog,全祖望,清,,,,
sbckc_272d9238,四部丛刊初编 唐文粹八 烏程蔣氏密韻樓藏元翻宋小字本,四部丛刊初编,138,book/sbckc_272d9238/,,catalog,姚铉,宋,,,,
sbckc_2730,四部丛刊初编 溫國文正司马公文集一,四部丛刊初编,193,book/sbckc_2730/,,catalog,司马光,宋,,,,
sbckc_2731,四部丛刊初编 五朝名臣言行錄五,四部丛刊初编,140,book/sbckc_2731/,,catalog,朱熹,宋,,,,
sbckc_2732,四部丛刊初编 战國策校注一,四部丛刊初编,117,book/sbckc_2732/,,catalog,刘向编,汉,,,,
sbckc_2733,四部丛刊初编 溫國文正司马公文集二,四部丛刊初编,135,book/sbckc_2733/,,catalog,司马光,宋,,,,
sbckc_2734,四部丛刊初编 樂府雅詞一 舊抄本,四部丛刊初编,249,book/sbckc_2734/,,catalog,曾慥,宋,,,抄本,
sbckc_2735,四部丛刊初编 墨子二,四部丛刊初编,148,book/sbckc_2735/,,catalog,孙诒让注,清,,,,
sbckc_2736,四部丛刊初编 孫淵如詩文集五,四部丛刊初编,145,book/sbckc_2736/,,catalog,孙星衍,清,,,,
sbckc_2737,四部丛刊初编 白氏长庆集八,四部丛刊初编,146,book/sbckc_2737/,,catalog,白居易,唐,,,,
sbckc_2738,四部丛刊初编 鲒埼亭集一,四部丛刊初编,180,book/sbckc_2738/,,catalog,全祖望,清,,,,
sbckc_2739,四部丛刊初编 唐段少卿酉阳杂俎三,四部丛刊初编,158,book/sbckc_2739/,,catalog,段成式,唐,,,,
sbckc_2740,四部丛刊初编 刘梦得文集六,四部丛刊初编,137,book/sbckc_2740/,,catalog,刘禹锡,唐,,,,
sbckc_2741,四部丛刊初编 歐阳文忠公文集一七,四部丛刊初编,153,book/sbckc_2741/,,catalog,欧阳修,宋,,,,
sbckc_2742,四部丛刊初编 金華黃先生文集一,四部丛刊初编,138,book/sbckc_2742/,,catalog,黄溍,元,,,,
sbckc_2743,四部丛刊初编 增广笺注简斋诗集一,四部丛刊初编,128,book/sbckc_2743/,,catalog,陈与义,宋,,,,
sbckc_2744,四部丛刊初编 齐民要术一,四部丛刊初编,156,book/sbckc_2744/,,catalog,贾思勰,北朝,,,,
sbckc_2745,四部丛刊初编 李义山文集一,四部丛刊初编,168,book/sbckc_2745/,,catalog,李商隐,唐,,,,
sbckc_2746,四部丛刊初编 潛研堂文集六,四部丛刊初编,163,book/sbckc_2746/,,catalog,钱大昕,清,,,,
sbckc_2747,四部丛刊初编 四部丛刊·弘明集一,四部丛刊初编,145,book/sbckc_2747/,,catalog,僧祐,南朝梁,,,,
sbckc_2748,四部丛刊初编 陈迦陵文集一二,四部丛刊初编,140,book/sbckc_2748/,,catalog,陈维崧,清,,,,
sbckc_2749,四部丛刊初编 誠意伯劉文成公文集二,四部丛刊初编,168,book/sbckc_2749/,,catalog,刘基,明,,,,
sbckc_2750,四部丛刊初编 鲒埼亭集二五,四部丛刊初编,134,book/sbckc_2750/,,catalog,全祖望,清,,,,
sbckc_2751,四部丛刊初编 尚書大傳二 左海文集本,四部丛刊初编,145,book/sbckc_2751/,,catalog,伏胜,汉,,,,
sbckc_2752,四部丛刊初编 曝书亭集七,四部丛刊初编,131,book/sbckc_2752/,,catalog,朱彝尊,清,,,,
sbckc_2753,四部丛刊初编 晦庵先生朱文公文集三九,四部丛刊初编,130,book/sbckc_2753/,,catalog,朱熹,宋,,,,
sbckc_2754,四部丛刊初编 史通一,四部丛刊初编,156,book/sbckc_2754/,,catalog,刘知几,唐,,,,
sbckc_2755,四部丛刊初编 曝书亭集二,四部丛刊初编,126,book/sbckc_2755/,,catalog,朱彝尊,清,,,,
sbckc_2756,四部丛刊初编 云笈七签八,四部丛刊初编,170,book/sbckc_2756/,,catalog,张君房,宋,,,,
sbckc_2757,四部丛刊初编 临川先生文集一四,四部丛刊初编,127,book/sbckc_2757/,,catalog,王安石,宋,,,,
sbckc_2758,四部丛刊初编 盘洲文集一二,四部丛刊初编,164,book/sbckc_2758/,,catalog,洪适,宋,,,,
sbckc_2759,四部丛刊初编 道園學古錄一,四部丛刊初编,140,book/sbckc_2759/,,catalog,虞集,元,,,,
sbckc_2760,四部丛刊初编 靜修先生文集二,四部丛刊初编,141,book/sbckc_2760/,,catalog,刘因,元,,,,
sbckc_2761,四部丛刊初编 水经注九,四部丛刊初编,146,book/sbckc_2761/,,catalog,郦道元,北朝,,,,
sbckc_2762,四部丛刊初编 太玄经二,四部丛刊初编,143,book/sbckc_2762/,,catalog,扬雄,汉,,,,
sbckc_2763,四部丛刊初编 茗柯文一,四部丛刊初编,139,book/sbckc_2763/,,catalog,张惠言,清,,,,
sbckc_2764,四部丛刊初编 渭南文集十,四部丛刊初编,148,book/sbckc_2764/,,catalog,陆游,宋,,,,
sbckc_2765,四部丛刊初编 曝书亭集四,四部丛刊初编,124,book/sbckc_2765/,,catalog,朱彝尊,清,,,,
sbckc_2766,四部丛刊初编 潛研堂文集四,四部丛刊初编,155,book/sbckc_2766/,,catalog,钱大昕,清,,,,
sbckc_2767,四部丛刊初编 临川先生文集一七,四部丛刊初编,127,book/sbckc_2767/,,catalog,王安石,宋,,,,
sbckc_2768,四部丛刊初编 遗山先生文集四,四部丛刊初编,164,book/sbckc_2768/,,catalog,元好问,金,,,,
sbckc_2769,四部丛刊初编 商子,四部丛刊初编,136,book/sbckc_2769/,,catalog,商鞅,先秦,,,,
sbckc_2770,四部丛刊初编 苏學士文集一,四部丛刊初编,165,book/sbckc_2770/,,catalog,苏舜钦,宋,,,,
sbckc_2771,四部丛刊初编 盘洲文集五,四部丛刊初编,180,book/sbckc_2771/,,catalog,洪适,宋,,,,
sbckc_2772,四部丛刊初编 鲒埼亭集二七,四部丛刊初编,136,book/sbckc_2772/,,catalog,全祖望,清,,,,
sbckc_2773,四部丛刊初编 誠意伯劉文成公文集一,四部丛刊初编,177,book/sbckc_2773/,,catalog,刘基,明,,,,
sbckc_2774,四部丛刊初编 盘洲文集十,四部丛刊初编,170,book/sbckc_2774/,,catalog,洪适,宋,,,,
sbckc_2775,四部丛刊初编 渔洋山人精华录四,四部丛刊初编,128,book/sbckc_2775/,,catalog,王士祯,清,,,,
sbckc_2776,四部丛刊初编 洪北江詩文集一,四部丛刊初编,137,book/sbckc_2776/,,catalog,洪亮吉,清,,,,
sbckc_2777,四部丛刊初编 沈下贤文集一,四部丛刊初编,153,book/sbckc_2777/,,catalog,沈亚之,唐,,,,
sbckc_2778,四部丛刊初编 梅溪王先生文集八,四部丛刊初编,151,book/sbckc_2778/,,catalog,王十朋,宋,,,,
sbckc_2779,四部丛刊初编 大雲山房文稿一,四部丛刊初编,164,book/sbckc_2779/,,catalog,恽敬,清,,,,
sbckc_2780,四部丛刊初编 西山先生真文忠公文集一七,四部丛刊初编,124,book/sbckc_2780/,,catalog,真德秀,宋,,,,
sbckc_2781,四部丛刊初编 中兴以來绝妙词选一,四部丛刊初编,157,book/sbckc_2781/,,catalog,黄升,宋,,,,
sbckc_2782,四部丛刊初编 靜修先生文集一,四部丛刊初编,135,book/sbckc_2782/,,catalog,刘因,元,,,,
sbckc_2783,四部丛刊初编 唐黃御史公集三,四部丛刊初编,144,book/sbckc_2783/,,catalog,黄滔,唐,,,,
sbckc_2784,四部丛刊初编 梅溪王先生文集十,四部丛刊初编,151,book/sbckc_2784/,,catalog,王十朋,宋,,,,
sbckc_2785,四部丛刊初编 四部丛刊·广弘明集一,四部丛刊初编,170,book/sbckc_2785/,,catalog,道宣,唐,,,,
sbckc_2786,四部丛刊初编 攻媿集十,四部丛刊初编,135,book/sbckc_2786/,,catalog,楼钥,宋,,,,
sbckc_2787,四部丛刊初编 荀子二,四部丛刊初编,138,book/sbckc_2787/,,catalog,杨倞注,唐,,,,
sbckc_2788,四部丛刊初编 云笈七签二八,四部丛刊初编,150,book/sbckc_2788/,,catalog,张君房,宋,,,,
sbckc_2789,四部丛刊初编 分类补注李太白诗一,四部丛刊初编,187,book/sbckc_2789/,,catalog,李白,唐,,,,
sbckc_2790,四部丛刊初编 牧庵集八,四部丛刊初编,169,book/sbckc_2790/,,catalog,姚燧,元,,,,
sbckc_2791,四部丛刊初编 亭林詩文集四,四部丛刊初编,145,book/sbckc_2791/,,catalog,顾炎武,清,,,,
sbckc_2792,四部丛刊初编 渔洋山人精华录一,四部丛刊初编,121,book/sbckc_2792/,,catalog,王士祯,清,,,,
sbckc_2793,四部丛刊初编 資治通鑑外紀四 目錄 明刊本,四部丛刊初编,292,book/sbckc_2793/,,catalog,刘恕,宋,,,刻本,
sbckc_2794,四部丛刊初编 刘梦得文集八,四部丛刊初编,147,book/sbckc_2794/,,catalog,刘禹锡,唐,,,,
sbckc_2795,四部丛刊初编 荆川先生文集三,四部丛刊初编,138,book/sbckc_2795/,,catalog,唐顺之,明,,,,
sbckc_2796,四部丛刊初编 说苑三,四部丛刊初编,150,book/sbckc_2796/,,catalog,刘向,汉,,,,
sbckc_2797,四部丛刊初编 牧庵集二,四部丛刊初编,155,book/sbckc_2797/,,catalog,姚燧,元,,,,
sbckc_2798,四部丛刊初编 翻译名义集二,四部丛刊初编,138,book/sbckc_2798/,,catalog,法云,宋,,,,
sbckc_2799,四部丛刊初编 刘向古列女传三,四部丛刊初编,184,book/sbckc_2799/,,catalog,刘向,汉,,,,
sbckc_2800,四部丛刊初编 纔调集一,四部丛刊初编,177,book/sbckc_2800/,,catalog,韦縠,五代,,,,
sbckc_2801,四部丛刊初编 牧齋初學集二四,四部丛刊初编,142,book/sbckc_2801/,,catalog,钱谦益,明清,,,,
sbckc_2802,四部丛刊初编 说苑六,四部丛刊初编,148,book/sbckc_2802/,,catalog,刘向,汉,,,,
sbckc_2803,四部丛刊初编 翻译名义集四,四部丛刊初编,132,book/sbckc_2803/,,catalog,法云,宋,,,,
sbckc_2804,四部丛刊初编 曝書亭集一二,四部丛刊初编,128,book/sbckc_2804/,,catalog,朱彝尊,清,,,,
sbckc_2805,四部丛刊初编 诚斋集二八,四部丛刊初编,161,book/sbckc_2805/,,catalog,杨万里,宋,,,,
sbckc_2806,四部丛刊初编 五朝名臣言行錄六,四部丛刊初编,148,book/sbckc_2806/,,catalog,朱熹,宋,,,,
sbckc_2807,四部丛刊初编 釋名 江南圖書館藏明翻宋本,四部丛刊初编,141,book/sbckc_2807/,,catalog,刘熙,汉,,,,
sbckc_2808,四部丛刊初编 大戴禮記一無錫孫氏小綠天藏嘉趣堂刊本,四部丛刊初编,139,book/sbckc_2808/,,catalog,戴德,汉,,,刻本,
sbckc_2809,四部丛刊初编 白氏长庆集二四,四部丛刊初编,150,book/sbckc_2809/,,catalog,白居易,唐,,,,
sbckc_2810,四部丛刊初编 樊川文集五,四部丛刊初编,153,book/sbckc_2810/,,catalog,杜牧,唐,,,,
sbckc_2811,四部丛刊初编 河东先生集二,四部丛刊初编,154,book/sbckc_2811/,,catalog,柳宗元,唐,,,,
sbckc_2812,四部丛刊初编 方望溪先生全集五,四部丛刊初编,136,book/sbckc_2812/,,catalog,方苞,清,,,,
sbckc_2813,四部丛刊初编 说苑五,四部丛刊初编,156,book/sbckc_2813/,,catalog,刘向,汉,,,,
sbckc_2814,四部丛刊初编 申鉴,四部丛刊初编,142,book/sbckc_2814/,,catalog,荀悦,汉,,,,
sbckc_2815,四部丛刊初编 栾城应诏集一,四部丛刊初编,159,book/sbckc_2815/,,catalog,苏辙,宋,,,,
sbckc_2816,四部丛刊初编 小畜外集,四部丛刊初编,153,book/sbckc_2816/,,catalog,王禹偁,宋,,,,
sbckc_2817,四部丛刊初编 五朝名臣言行錄四,四部丛刊初编,148,book/sbckc_2817/,,catalog,朱熹,宋,,,,
sbckc_2818,四部丛刊初编 方望溪先生全集一二,四部丛刊初编,136,book/sbckc_2818/,,catalog,方苞,清,,,,
sbckc_2819,四部丛刊初编 攻媿集一一,四部丛刊初编,139,book/sbckc_2819/,,catalog,楼钥,宋,,,,
sbckc_2820,四部丛刊初编 小畜集五,四部丛刊初编,167,book/sbckc_2820/,,catalog,王禹偁,宋,,,,
sbckc_2821,四部丛刊初编 揅经室集一五,四部丛刊初编,158,book/sbckc_2821/,,catalog,阮元,清,,,,
sbckc_2822,四部丛刊初编 陳迦陵文集七,四部丛刊初编,143,book/sbckc_2822/,,catalog,陈维崧,清,,,,
sbckc_2823,四部丛刊初编 西山先生真文忠公文集三,四部丛刊初编,120,book/sbckc_2823/,,catalog,真德秀,宋,,,,
sbckc_2824,四部丛刊初编 临川先生文集一六,四部丛刊初编,137,book/sbckc_2824/,,catalog,王安石,宋,,,,
sbckc_2825,四部丛刊初编 陽明先生集要五,四部丛刊初编,172,book/sbckc_2825/,,catalog,王守仁,明,,,,
sbckc_2826,四部丛刊初编 刘隨州诗集一,四部丛刊初编,155,book/sbckc_2826/,,catalog,刘长卿,唐,,,,
sbckc_2827,四部丛刊初编 白氏长庆集一九,四部丛刊初编,158,book/sbckc_2827/,,catalog,白居易,唐,,,,
sbckc_2828,四部丛刊初编 遗山先生文集六,四部丛刊初编,144,book/sbckc_2828/,,catalog,元好问,金,,,,
sbckc_2829,四部丛刊初编 鲍氏集一 毛斧季校宋本,四部丛刊初编,109,book/sbckc_2829/,,catalog,鲍照,南朝宋,,,,
sbckc_2830,四部丛刊初编 潛研堂文集十,四部丛刊初编,145,book/sbckc_2830/,,catalog,钱大昕,清,,,,
sbckc_2831,四部丛刊初编 乐府诗集三,四部丛刊初编,155,book/sbckc_2831/,,catalog,郭茂倩,宋,,,,
sbckc_2832,四部丛刊初编 栾城集一七,四部丛刊初编,167,book/sbckc_2832/,,catalog,苏辙,宋,,,,
sbckc_2833,四部丛刊初编 李文饶文集六,四部丛刊初编,109,book/sbckc_2833/,,catalog,李德裕,唐,,,,
sbckc_2834,四部丛刊初编 云笈七签二四,四部丛刊初编,161,book/sbckc_2834/,,catalog,张君房,宋,,,,
sbckc_2835,四部丛刊初编 陳迦陵文集六,四部丛刊初编,148,book/sbckc_2835/,,catalog,陈维崧,清,,,,
sbckc_2836,四部丛刊初编 白氏长庆集九,四部丛刊初编,158,book/sbckc_2836/,,catalog,白居易,唐,,,,
sbckc_2837,四部丛刊初编 樊榭山房集一,四部丛刊初编,142,book/sbckc_2837/,,catalog,厉鹗,清,,,,
sbckc_2838,四部丛刊初编 盘洲文集一一,四部丛刊初编,180,book/sbckc_2838/,,catalog,洪适,宋,,,,
sbckc_2839,四部丛刊初编 潛研堂文集一五,四部丛刊初编,176,book/sbckc_2839/,,catalog,钱大昕,清,,,,
sbckc_2840,四部丛刊初编 渭南文集一一,四部丛刊初编,156,book/sbckc_2840/,,catalog,陆游,宋,,,,
sbckc_2841,四部丛刊初编 临川先生文集十,四部丛刊初编,143,book/sbckc_2841/,,catalog,王安石,宋,,,,
sbckc_2842,四部丛刊初编 栾城集一八,四部丛刊初编,172,book/sbckc_2842/,,catalog,苏辙,宋,,,,
sbckc_2843,四部丛刊初编 牧齋初學集九,四部丛刊初编,156,book/sbckc_2843/,,catalog,钱谦益,明清,,,,
sbckc_2844,四部丛刊初编 晦庵先生朱文公文集三二,四部丛刊初编,136,book/sbckc_2844/,,catalog,朱熹,宋,,,,
sbckc_2845,四部丛刊初编 临川先生文集一二,四部丛刊初编,135,book/sbckc_2845/,,catalog,王安石,宋,,,,
sbckc_2846,四部丛刊初编 方望溪先生全集二,四部丛刊初编,130,book/sbckc_2846/,,catalog,方苞,清,,,,
sbckc_2847,四部丛刊初编 四部丛刊·弘明集二,四部丛刊初编,143,book/sbckc_2847/,,catalog,僧祐,南朝梁,,,,
sbckc_2848,四部丛刊初编 資治通鑑目錄三 北宋刊本,四部丛刊初编,196,book/sbckc_2848/,,catalog,司马光,宋,,,刻本,
