book_id,book_title,library_final,collection,req_no,part,old_page_count,pan_dir_id_status,bucket,webp_status,webp_prefix,source_url,source_root,source_relative_path,author
fuji-RB00002875,自準亭雑識 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,シ/23,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002875/,,fujikawa,fujikawa/fuji-RB00002875,本間棗軒(救)口授
fuji-RB00004806,筆花墨雨楼雑稿 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ヒ/13,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00004806/,,fujikawa,fujikawa/fuji-RB00004806,富士川游著
fuji-RB00004909,普救類方 7巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,フ/3,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00004909/,,fujikawa,fujikawa/fuji-RB00004909,林良適・丹羽正伯著
fuji-RB00004935,(浅井南溟先生)腹診伝 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,フ/31,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00004935/,,fujikawa,fujikawa/fuji-RB00004935,
fuji-RB00004956,服用薬帖 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,フ/50,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00004956/,,fujikawa,fujikawa/fuji-RB00004956,長尾龍著
fuji-RB00005152,本草原始合雷公炮製 巻4・5のみ 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ホ/42,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00005152/,,fujikawa,fujikawa/fuji-RB00005152,
fuji-RB00005166,本草洞詮 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ホ/55,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00005166/,,fujikawa,fujikawa/fuji-RB00005166,(清)沈穆(石匏)撰 ・度会常芬写
fuji-RB00005191,朋百氏眼療則 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ホ/125,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00005191/,,fujikawa,fujikawa/fuji-RB00005191,(蘭)朋百口授・松本(良)順筆記
ndl-1309589,東海道　小田原 日本·國立國會圖書館 館藏,日本·國立國會圖書館,nonmed_junk,,,1,有(但页数不足),B_123有残件不足,done,book/ndl-1309589/,https://www.dl.ndl.go.jp/api/iiif/1309589.json,ndl,ndl/ndl-1309589,國綱
ndl-2540964,土生玄昌尺牘 日本·國立國會圖書館,日本·國立國會圖書館,overseas_guji,,,5,有(但页数不足),B_123有残件不足,done,naj/ndl-2540964/,https://www.dl.ndl.go.jp/api/iiif/2540964.json,ndl,ndl/ndl-2540964,土生玄昌 [著]
nijl-100388157,視藥霞引札／９／「胃保痢木瓜丸」 日本·東京,"日本·國文學研究資料館(NIJL)〔原始library字段误记""日本·東京"",按book_id前缀nijl-与SOP口径校正〕",nonmed_junk,,,1,有(但页数不足),B_123有残件不足,done,book/nijl-100388157/,https://kotenseki.nijl.ac.jp/biblio/100388157,nijl,nijl/nijl-100388157,磯部
shi283-0019-04,資治通鑑考異 冊04 日本·國立公文書館 館藏 史283-0019,日本·國立公文書館,overseas_guji,史283-0019,,1,空,C_123无映射,done,naj/shi283-0019-04/,https://www.digital.archives.go.jp/api/iiif/3602601.json,naikaku,naikaku/shi283-0019-04,
shi283-0020-08,資治通鑑考異 冊08 日本·國立公文書館 館藏 史283-0020,日本·國立公文書館,overseas_guji,史283-0020,,1,空,C_123无映射,done,naj/shi283-0020-08/,https://www.digital.archives.go.jp/api/iiif/1073343.json,naikaku,naikaku/shi283-0020-08,
shi284-0014-06,資治通鑑外紀 冊06 日本·國立公文書館 館藏 史284-0014,日本·國立公文書館,overseas_guji,史284-0014,,1,有(但页数不足),B_123有残件不足,done,naj/shi284-0014-06/,https://www.digital.archives.go.jp/api/iiif/3610225.json,naikaku,naikaku/shi284-0014-06,
shi284-0015-04,資治通鑑綱目發明 冊04 日本·國立公文書館 館藏 史284-0015,日本·國立公文書館,overseas_guji,史284-0015,,1,空,C_123无映射,done,naj/shi284-0015-04/,https://www.digital.archives.go.jp/api/iiif/1068262.json,naikaku,naikaku/shi284-0015-04,
shi284-0016-02,資治通鑑綱目集覽鐫誤 冊02 日本·國立公文書館 館藏 史284-0016,日本·國立公文書館,overseas_guji,史284-0016,,1,空,C_123无映射,done,naj/shi284-0016-02/,https://www.digital.archives.go.jp/api/iiif/3610226.json,naikaku,naikaku/shi284-0016-02,
shi284-0037-08,資治通鑑綱目前編 冊08 日本·國立公文書館 館藏 史284-0037,日本·國立公文書館,overseas_guji,史284-0037,,1,有(但页数不足),B_123有残件不足,done,naj/shi284-0037-08/,https://www.digital.archives.go.jp/api/iiif/1068303.json,naikaku,naikaku/shi284-0037-08,
shi285-0021-08,御撰資治通鑑綱目三編 冊08 日本·國立公文書館 館藏 史285-0021,日本·國立公文書館,overseas_guji,史285-0021,,1,有(但页数不足),B_123有残件不足,done,naj/shi285-0021-08/,https://www.digital.archives.go.jp/api/iiif/1072639.json,naikaku,naikaku/shi285-0021-08,
shi285-0023-06,御撰資治通鑑綱目三編 冊06 日本·國立公文書館 館藏 史285-0023,日本·國立公文書館,overseas_guji,史285-0023,,1,空,C_123无映射,done,naj/shi285-0023-06/,https://www.digital.archives.go.jp/api/iiif/1072640.json,naikaku,naikaku/shi285-0023-06,
shi288-0024-01,唐玄弉三藏五天竺圖 冊01 日本·國立公文書館 館藏 史288-0024,日本·國立公文書館,overseas_guji,史288-0024,,3,有(但页数不足),B_123有残件不足,done,naj/288-0024-01/,https://www.digital.archives.go.jp/api/iiif/1070124.json,naikaku,naikaku/288-0024-01,
shi288-0028-01,武漢城鎮合圖 冊01 日本·國立公文書館 館藏 史288-0028,日本·國立公文書館,overseas_guji,史288-0028,,3,有(但页数不足),B_123有残件不足,done,naj/288-0028-01/,https://www.digital.archives.go.jp/api/iiif/1068235.json,naikaku,naikaku/288-0028-01,
zi056-0002-05,高厚蒙求 冊05 日本·國立公文書館 館藏 子056-0002,日本·國立公文書館,overseas_guji,子056-0002,子部,3,有(但页数不足),B_123有残件不足,pending,naj/zi056-0002-05/,https://www.digital.archives.go.jp/api/iiif/5238396/manifest.json,lineb,lineb/zi056-0002-05,
zi056-0002-06,高厚蒙求 冊06 日本·國立公文書館 館藏 子056-0002,日本·國立公文書館,overseas_guji,子056-0002,子部,3,有(但页数不足),B_123有残件不足,pending,naj/zi056-0002-06/,https://www.digital.archives.go.jp/api/iiif/5238397/manifest.json,lineb,lineb/zi056-0002-06,
zi068-0004-09,茶寮記 冊09 日本·國立公文書館 館藏 子068-0004,日本·國立公文書館,overseas_guji,子068-0004,,3,有(但页数不足),B_123有残件不足,pending,naj/zi068-0004-09/,https://www.digital.archives.go.jp/api/iiif/596415.json,naikaku,naikaku/zi068-0004-09,著者:陸樹聲（明）
zi068-0004-14,茶書 冊14 日本·國立公文書館 館藏 子068-0004,日本·國立公文書館,overseas_guji,子068-0004,子部,5,有(但页数不足),B_123有残件不足,done,naj/zi068-0004-14/,https://www.digital.archives.go.jp/api/iiif/596417/manifest.json,lineb,lineb/zi068-0004-14,著者:陳継儒（明）
zi068-0004-16,茶書 冊16 日本·國立公文書館 館藏 子068-0004,日本·國立公文書館,overseas_guji,子068-0004,子部,3,有(但页数不足),B_123有残件不足,pending,naj/zi068-0004-16/,https://www.digital.archives.go.jp/api/iiif/596419/manifest.json,lineb,lineb/zi068-0004-16,
zi104-0001-008,武英殿聚珍版叢書 冊08 日本·國立公文書館 館藏 子104-0001,日本·國立公文書館,overseas_guji,子104-0001,,4,有(但页数不足),B_123有残件不足,pending,naj/zi104-0001-008/,https://www.digital.archives.go.jp/api/iiif/619282.json,naikaku,naikaku/zi104-0001-008,
zi105-0001-019,武英殿聚珍版叢書 冊19 日本·國立公文書館 館藏 子105-0001,日本·國立公文書館,overseas_guji,子105-0001,,5,有(但页数不足),B_123有残件不足,pending,naj/zi105-0001-019/,https://www.digital.archives.go.jp/api/iiif/600801.json,naikaku,naikaku/zi105-0001-019,
zi105-0001-021,武英殿聚珍版叢書 冊21 日本·國立公文書館 館藏 子105-0001,日本·國立公文書館,overseas_guji,子105-0001,,4,有(但页数不足),B_123有残件不足,pending,naj/zi105-0001-021/,https://www.digital.archives.go.jp/api/iiif/600898.json,naikaku,naikaku/zi105-0001-021,
zi192-0007-03,離魂記 冊03 日本·國立公文書館 館藏 子192-0007,日本·國立公文書館,overseas_guji,子192-0007,,5,有(但页数不足),B_123有残件不足,done,naj/zi192-0007-03/,https://www.digital.archives.go.jp/api/iiif/582514.json,naikaku,naikaku/zi192-0007-03,
zi192-0007-18,虞初志 冊18 日本·國立公文書館 館藏 子192-0007,日本·國立公文書館,overseas_guji,子192-0007,子部,3,有(但页数不足),B_123有残件不足,pending,naj/zi192-0007-18/,https://www.digital.archives.go.jp/api/iiif/582706/manifest.json,lineb,lineb/zi192-0007-18,
zi192-0008-35,雷民傳 冊35 日本·國立公文書館 館藏 子192-0008,日本·國立公文書館,overseas_guji,子192-0008,,3,有(但页数不足),B_123有残件不足,done,naj/zi192-0008-35/,https://www.digital.archives.go.jp/api/iiif/578091.json,naikaku,naikaku/zi192-0008-35,
zi192-0008-39,薛弘機傳 冊39 日本·國立公文書館 館藏 子192-0008,日本·國立公文書館,overseas_guji,子192-0008,,3,有(但页数不足),B_123有残件不足,done,naj/zi192-0008-39/,https://www.digital.archives.go.jp/api/iiif/578096.json,naikaku,naikaku/zi192-0008-39,
zi192-0008-43,崔玄微傳 冊43 日本·國立公文書館 館藏 子192-0008,日本·國立公文書館,overseas_guji,子192-0008,,3,有(但页数不足),B_123有残件不足,done,naj/zi192-0008-43/,https://www.digital.archives.go.jp/api/iiif/577989.json,naikaku,naikaku/zi192-0008-43,
zi192-0008-44,薛靈藝傳 冊44 日本·國立公文書館 館藏 子192-0008,日本·國立公文書館,overseas_guji,子192-0008,,3,有(但页数不足),B_123有残件不足,done,naj/zi192-0008-44/,https://www.digital.archives.go.jp/api/iiif/578099.json,naikaku,naikaku/zi192-0008-44,
zi192-0008-52,一行傳 冊52 日本·國立公文書館 館藏 子192-0008,日本·國立公文書館,overseas_guji,子192-0008,,3,有(但页数不足),B_123有残件不足,done,naj/zi192-0008-52/,https://www.digital.archives.go.jp/api/iiif/578194.json,naikaku,naikaku/zi192-0008-52,
zi235-0001-03,清淨經 冊03 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-03/,https://www.digital.archives.go.jp/api/iiif/581469.json,naikaku,naikaku/zi235-0001-03,著者:李耼（周）
zi235-0001-06,消災護命妙經 冊06 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-06/,https://www.digital.archives.go.jp/api/iiif/581706.json,naikaku,naikaku/zi235-0001-06,著者:李耼（周）
zi235-0001-07,赤文洞古經 冊07 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-07/,https://www.digital.archives.go.jp/api/iiif/581707.json,naikaku,naikaku/zi235-0001-07,著者:李耼（周）
zi235-0001-10,日用經 冊10 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-10/,https://www.digital.archives.go.jp/api/iiif/581709.json,naikaku,naikaku/zi235-0001-10,著者:李耼（周）
zi235-0001-11,玉樞經髓 冊11 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,4,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-11/,https://www.digital.archives.go.jp/api/iiif/581710.json,naikaku,naikaku/zi235-0001-11,著者:李耼（周）
zi235-0001-19,醉思仙歌 冊19 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,4,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-19/,https://www.digital.archives.go.jp/api/iiif/581590.json,naikaku,naikaku/zi235-0001-19,著者:許遜（晉）
zi235-0001-23,還丹破迷歌 冊23 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-23/,https://www.digital.archives.go.jp/api/iiif/581580.json,naikaku,naikaku/zi235-0001-23,著者:劉操
zi235-0001-25,太空歌 冊25 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-25/,https://www.digital.archives.go.jp/api/iiif/581814.json,naikaku,naikaku/zi235-0001-25,著者:馬鈺（金）
zi235-0001-27,青天歌 冊27 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-27/,https://www.digital.archives.go.jp/api/iiif/581589.json,naikaku,naikaku/zi235-0001-27,著者:丘處機（金）
zi235-0001-28,還丹口訣歌 冊28 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,3,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-28/,https://www.digital.archives.go.jp/api/iiif/581816.json,naikaku,naikaku/zi235-0001-28,著者:馬自然
zi235-0001-31,後快活歌 冊31 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-31/,https://www.digital.archives.go.jp/api/iiif/581581.json,naikaku,naikaku/zi235-0001-31,著者:白玉蟾（宋）
zi235-0001-32,大道歌 冊32 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,3,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-32/,https://www.digital.archives.go.jp/api/iiif/581702.json,naikaku,naikaku/zi235-0001-32,著者:白玉蟾（宋）
zi235-0001-33,道閫元樞歌 冊33 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,4,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-33/,https://www.digital.archives.go.jp/api/iiif/581818.json,naikaku,naikaku/zi235-0001-33,著者:彭耜（宋）
zi235-0001-36,判惑歌 冊36 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,4,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-36/,https://www.digital.archives.go.jp/api/iiif/581819.json,naikaku,naikaku/zi235-0001-36,著者:陳致虛（元）
zi235-0001-37,道言 冊37 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,子部,3,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-37/,https://www.digital.archives.go.jp/api/iiif/581821/manifest.json,lineb,lineb/zi235-0001-37,著者:呂巌（唐）
zi235-0001-38,道言 冊38 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,子部,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-38/,https://www.digital.archives.go.jp/api/iiif/581820/manifest.json,lineb,lineb/zi235-0001-38,著者:白玉蟾（宋）
zi235-0001-39,道言 冊39 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,子部,3,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-39/,https://www.digital.archives.go.jp/api/iiif/581822/manifest.json,lineb,lineb/zi235-0001-39,著者:張三丰
zi235-0001-40,五言古詞 冊40 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,2,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-40/,https://www.digital.archives.go.jp/api/iiif/581823.json,naikaku,naikaku/zi235-0001-40,著者:白玉蟾（宋）
zi235-0001-45,火蓮經 冊45 日本·國立公文書館 館藏 子235-0001,日本·國立公文書館,overseas_guji,子235-0001,,5,有(但页数不足),B_123有残件不足,done,naj/zi235-0001-45/,https://www.digital.archives.go.jp/api/iiif/581825.json,naikaku,naikaku/zi235-0001-45,著者:劉安（漢）
zi273-0002-01,石鐘山記 全一冊 日本·國立公文書館 館藏 子273-0002,日本·國立公文書館,overseas_guji,子273-0002,子部,3,有(但页数不足),B_123有残件不足,done,naj/zi273-0002-01/,https://www.digital.archives.go.jp/api/iiif/1076426/manifest.json,lineb,lineb/zi273-0002-01,その他:蘇軾(宋)書
zi298-0180-01,敬齋箴 全一冊 日本·國立公文書館 館藏 子298-0180,日本·國立公文書館,overseas_guji,子298-0180,子部,5,有(但页数不足),B_123有残件不足,done,naj/298-0180-01/,https://www.digital.archives.go.jp/api/iiif/1076852/manifest.json,lineb,lineb/298-0180-01,著者:朱熹（宋）
zi298-0193-01,敬齋箴 全一冊 日本·國立公文書館 館藏 子298-0193,日本·國立公文書館,overseas_guji,子298-0193,子部,5,有(但页数不足),B_123有残件不足,done,naj/298-0193-01/,https://www.digital.archives.go.jp/api/iiif/1078016/manifest.json,lineb,lineb/298-0193-01,著者:朱熹（宋）
zi306-0136-01,孔子見老子畫象 全一冊 日本·國立公文書館 館藏 子306-0136,日本·國立公文書館,overseas_guji,子306-0136,子部,4,有(但页数不足),B_123有残件不足,done,naj/306-0136-01/,https://www.digital.archives.go.jp/api/iiif/1077095/manifest.json,lineb,lineb/306-0136-01,
zi306-0270-09,茶書 冊09 日本·國立公文書館 館藏 子306-0270,日本·國立公文書館,overseas_guji,子306-0270,,3,有(但页数不足),B_123有残件不足,done,naj/zi306-0270-09/,https://www.digital.archives.go.jp/api/iiif/3610915.json,naikaku,naikaku/zi306-0270-09,
zi306-0270-14,茶話 冊14 日本·國立公文書館 館藏 子306-0270,日本·國立公文書館,overseas_guji,子306-0270,,4,有(但页数不足),B_123有残件不足,pending,naj/zi306-0270-14/,https://www.digital.archives.go.jp/api/iiif/3610931.json,naikaku,naikaku/zi306-0270-14,著者:陳繼儒（明）
zi306-0270-16,茗笈品藻 冊16 日本·國立公文書館 館藏 子306-0270,日本·國立公文書館,overseas_guji,子306-0270,,3,有(但页数不足),B_123有残件不足,pending,naj/zi306-0270-16/,https://www.digital.archives.go.jp/api/iiif/3610933.json,naikaku,naikaku/zi306-0270-16,
zi306-0270-18,茶考 冊18 日本·國立公文書館 館藏 子306-0270,日本·國立公文書館,overseas_guji,子306-0270,,5,有(但页数不足),B_123有残件不足,pending,naj/zi306-0270-18/,https://www.digital.archives.go.jp/api/iiif/3610912.json,naikaku,naikaku/zi306-0270-18,著者:陳師（明）
zi308-0129-18,傳家寶 冊18 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-18/,https://www.digital.archives.go.jp/api/iiif/596050.json,naikaku,naikaku/zi308-0129-18,
zi308-0129-19,傳家寶 冊19 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-19/,https://www.digital.archives.go.jp/api/iiif/596091.json,naikaku,naikaku/zi308-0129-19,
zi308-0129-20,傳家寶 冊20 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,3,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-20/,https://www.digital.archives.go.jp/api/iiif/596093.json,naikaku,naikaku/zi308-0129-20,
zi308-0129-21,傳家寶 冊21 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-21/,https://www.digital.archives.go.jp/api/iiif/596774.json,naikaku,naikaku/zi308-0129-21,
zi308-0129-45,傳家寶 冊45 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-45/,https://www.digital.archives.go.jp/api/iiif/596780.json,naikaku,naikaku/zi308-0129-45,
zi308-0129-74,傳家寶 冊74 日本·國立公文書館 館藏 子308-0129,日本·國立公文書館,overseas_guji,子308-0129,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0129-74/,https://www.digital.archives.go.jp/api/iiif/596192.json,naikaku,naikaku/zi308-0129-74,
zi308-0177-01,唐百家小說摘 冊01 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-01/,https://www.digital.archives.go.jp/api/iiif/596568.json,naikaku,naikaku/zi308-0177-01,
zi308-0177-02,唐百家小說摘 冊02 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-02/,https://www.digital.archives.go.jp/api/iiif/596622.json,naikaku,naikaku/zi308-0177-02,
zi308-0177-04,唐百家小說摘 冊04 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-04/,https://www.digital.archives.go.jp/api/iiif/596623.json,naikaku,naikaku/zi308-0177-04,
zi308-0177-06,唐百家小說摘 冊06 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,3,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-06/,https://www.digital.archives.go.jp/api/iiif/596517.json,naikaku,naikaku/zi308-0177-06,
zi308-0177-07,唐百家小說摘 冊07 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,3,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-07/,https://www.digital.archives.go.jp/api/iiif/596624.json,naikaku,naikaku/zi308-0177-07,
zi308-0177-08,唐百家小說摘 冊08 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-08/,https://www.digital.archives.go.jp/api/iiif/596625.json,naikaku,naikaku/zi308-0177-08,
zi308-0177-09,唐百家小說摘 冊09 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-09/,https://www.digital.archives.go.jp/api/iiif/596626.json,naikaku,naikaku/zi308-0177-09,
zi308-0177-10,唐百家小說摘 冊10 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-10/,https://www.digital.archives.go.jp/api/iiif/596627.json,naikaku,naikaku/zi308-0177-10,
zi308-0177-11,唐百家小說摘 冊11 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-11/,https://www.digital.archives.go.jp/api/iiif/596505.json,naikaku,naikaku/zi308-0177-11,
zi308-0177-13,唐百家小說摘 冊13 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,子部,3,有(但页数不足),B_123有残件不足,done,naj/308-0177-13/,https://www.digital.archives.go.jp/api/iiif/596629/manifest.json,lineb,lineb/308-0177-13,著者:張固（唐）
zi308-0177-14,唐百家小說摘 冊14 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,子部,5,有(但页数不足),B_123有残件不足,done,naj/308-0177-14/,https://www.digital.archives.go.jp/api/iiif/596630/manifest.json,lineb,lineb/308-0177-14,著者:韋絢（唐）
zi308-0177-16,唐百家小說摘 冊16 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-16/,https://www.digital.archives.go.jp/api/iiif/596463.json,naikaku,naikaku/zi308-0177-16,
zi308-0177-20,唐百家小說摘 冊20 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-20/,https://www.digital.archives.go.jp/api/iiif/596519.json,naikaku,naikaku/zi308-0177-20,
zi308-0177-21,唐百家小說摘 冊21 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-21/,https://www.digital.archives.go.jp/api/iiif/596506.json,naikaku,naikaku/zi308-0177-21,
zi308-0177-23,唐百家小說摘 冊23 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-23/,https://www.digital.archives.go.jp/api/iiif/596516.json,naikaku,naikaku/zi308-0177-23,
zi308-0177-24,唐百家小說摘 冊24 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,3,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-24/,https://www.digital.archives.go.jp/api/iiif/596676.json,naikaku,naikaku/zi308-0177-24,
zi308-0177-25,唐百家小說摘 冊25 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-25/,https://www.digital.archives.go.jp/api/iiif/596507.json,naikaku,naikaku/zi308-0177-25,
zi308-0177-26,唐百家小說摘 冊26 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,子部,3,有(但页数不足),B_123有残件不足,done,naj/308-0177-26/,https://www.digital.archives.go.jp/api/iiif/596678/manifest.json,lineb,lineb/308-0177-26,著者:王仁裕（唐）
zi308-0177-29,唐百家小說摘 冊29 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-29/,https://www.digital.archives.go.jp/api/iiif/596561.json,naikaku,naikaku/zi308-0177-29,
zi308-0177-30,唐百家小說摘 冊30 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-30/,https://www.digital.archives.go.jp/api/iiif/596508.json,naikaku,naikaku/zi308-0177-30,
zi308-0177-32,唐百家小說摘 冊32 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,子部,5,有(但页数不足),B_123有残件不足,done,naj/308-0177-32/,https://www.digital.archives.go.jp/api/iiif/596682/manifest.json,lineb,lineb/308-0177-32,著者:雍陶（唐）
zi308-0177-34,唐百家小說摘 冊34 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,4,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-34/,https://www.digital.archives.go.jp/api/iiif/596681.json,naikaku,naikaku/zi308-0177-34,
zi308-0177-37,唐百家小說摘 冊37 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,3,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-37/,https://www.digital.archives.go.jp/api/iiif/596683.json,naikaku,naikaku/zi308-0177-37,
zi308-0177-41,唐百家小說摘 冊41 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,5,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-41/,https://www.digital.archives.go.jp/api/iiif/596686.json,naikaku,naikaku/zi308-0177-41,
zi308-0177-43,唐百家小說摘 冊43 日本·國立公文書館 館藏 子308-0177,日本·國立公文書館,overseas_guji,子308-0177,,2,有(但页数不足),B_123有残件不足,done,naj/zi308-0177-43/,https://www.digital.archives.go.jp/api/iiif/596509.json,naikaku,naikaku/zi308-0177-43,
